disease_name,associated_disease
小儿急性胆囊炎,腹膜炎
小肠瘘,消化道出血
细菌性肝脓肿,胆道出血
下消化道出血,贫血
小儿消化性溃疡,幽门梗阻
小肠吸收不良综合征,营养不良
小儿急性胰腺炎,弥漫性血管内凝血
心源性肝硬化,腹水
新生儿呕吐,吸入性肺炎
新生儿肝炎综合征,肝性脑病
血吸虫肠病,腹水
吸收不良综合征,营养性贫血
心血管和血栓栓塞综合征,雷诺病
消化道出血,失血性休克
先天性食管闭锁,肠瘘
消化系癌伴血液病综合征,贫血
先天性梅毒性肝硬化,肝性脑病
血色病,糖尿病
细菌性痢疾,流产
细菌性痢疾, 甲营养不良
细菌性痢疾, Reiter综合征
细菌性痢疾, 口角炎
消化道憩室病,脓肿
先天性直肠肛门畸形,肠梗阻
小儿先天性巨结肠,休克
乙胺嘧啶中毒,昏迷
乙酰苯胺类中毒,休克
有机氯杀虫剂中毒,呼吸衰竭
幽门梗阻,便秘
原发性肝内硬化综合征,腹水
胰腺损伤,胰瘘
胰腺损伤, 腹腔脓肿
胰腺损伤, 腹痛
胰腺损伤, 麻痹性肠梗阻
胰腺损伤, 胰腺假性囊肿
胰腺损伤, 腹胀
胰腺脑病综合征,猝死
胰腺假性囊肿,休克
药物性胃病,消化道出血
原发性胆汁性肝硬化,骨质疏松
营养不良性肝硬化,肝肾综合征
药物性肝硬化,肝性脑病
亚硝酸盐中毒,肺衰
银杏中毒,抽搐与惊厥
药物性肝病,肝性脑病
乙肝,肝癌
异位ACTH综合征,肌营养不良症
胰胆汁综合征,恶心和呕吐
胰胆管合流异常综合征,颅内出血
原发性腹膜后肿瘤,贫血
原发性腹膜后肿瘤, 低钾血症
原发性腹膜后肿瘤, 恶心和呕吐
原发性腹膜后肿瘤, 腹泻
原发性腹膜后肿瘤, 腹痛
原发性腹膜后肿瘤, 急性腹膜炎
原发性腹膜后肿瘤, 休克
鱼肝中毒,肝大
鱼胆中毒,蛋白尿
原发性肝癌,消化道出血
真菌性食物中毒,呼吸衰竭
真菌中毒症,肾功能衰竭
直肠损伤,感染性休克
脂肪肝,周围神经炎
脂肪肝, 酒精性肝炎
脂肪肝, 肝硬化
脂肪肝, 肥胖症
脂肪肝, 高脂血症
脂肪肝, 高血压
脂肪肝, 腹水
脂肪肝, 水肿
脂肪肝, 蜘蛛痣
致死性肝内胆汁淤积综合征,胆汁淤积性黄疸
致死性肝内胆汁淤积综合征, 致死性肝内胆汁淤积综合征
致死性肝内胆汁淤积综合征, 妊娠期肝内胆汁淤积症
致死性肝内胆汁淤积综合征, 新生儿迁延性胆汁淤积性黄疸
Zieve综合征,谵妄
肿瘤性息肉,贫血
直肠脱垂,肠套叠
紫绀-杵状指-肝病综合征,肝性脑病
早孕反应,贫血
自发性食管破裂,胸膜炎
卓－艾氏综合征,糖尿病
真菌性肠炎,便秘
巴特综合征,维生素D缺乏病
成人多囊肾,血尿
产褥感染,败血症
常染色体显性多囊肾,动脉瘤
多囊肾,尿路感染
等渗性脱水,休克
低渗性脱水,休克
低钾血症,高钾血症
恶性高血压性小动脉性肾硬化,高血压
非特异性尿道炎,盆腔炎
非IgA系膜增生性肾炎,肾病综合征
非淋菌性尿道炎,盆腔炎
高渗性脱水,休克
梗阻性尿路疾病,肾积水
高血压肾病,心脏病
肝源性肾损害,低血压
高钾血症,低钾血症
间质性膀胱炎,肾功能衰竭
急性风湿热肾损害,急性肾炎
急性肾盂肾炎,肾盂肾炎
急性肾功能衰竭,急性肾功能衰竭
急性肾功能衰竭, 心力衰竭
急性肾功能衰竭, 心包炎
急性肾功能衰竭, 高血压
急性肾功能衰竭, 头痛
急性肾功能衰竭, 昏迷
急性肾功能衰竭, 癫痫
急性肾功能衰竭, 腹胀
急性肾功能衰竭, 便血
急性肾功能衰竭, 应激性溃疡
急性肾功能衰竭, 贫血
急性肾功能衰竭, 代谢性酸中毒
急性肾功能衰竭, 低钠血症
急性肾功能衰竭, 脱水
急性肾小管坏死,高血压
间质性肾炎,贫血
间质性肾炎, 高血压
急进性肾炎,尿毒症
急进性肾炎, 恶心和呕吐
急进性肾炎, 呃逆
急进性肾炎, 上消化道出血
急进性肾炎, 肺水肿
急进性肾炎, 心包炎
急进性肾炎, 脑水肿
急进性肾炎, 贫血
近端(Ⅱ型)肾小管性酸中毒,蛋白尿
急性肾炎,充血性心力衰竭
急性肾炎, 高血压
急性肾炎, 急性肾功能衰竭
急性肾炎, 尿路感染
急性肾炎, 尿毒症
急性肾小管间质性肾炎,代谢性酸中毒
急性肾炎综合征,充血性心力衰竭
急性肾炎综合征, 高血压
急性肾炎综合征, 急性肾功能衰竭
急性肾炎综合征, 尿路感染
局灶性肾小球硬化症,肾病综合征
良性高血压性小动脉性肾硬化,高血压
流行性出血热,休克
流行性出血热, 脑膜炎
流行性出血热, 意识障碍
流行性出血热, 肺水肿
流行性出血热, 胸腔积液
流行性出血热, 败血症
流行性出血热, 心律失常
流行性出血热, 脱水
狼疮性肾炎,心血管疾病
链球菌感染后的急性肾小球肾炎,肾功能衰竭
类风湿性关节炎肾损害,偏瘫
慢性呼吸衰竭,酸中毒
免疫介导性肾脏病,急性肾功能衰竭
免疫介导性肾脏病, 肾病综合征
免疫介导性肾脏病, 急进性肾炎
免疫介导性肾脏病, 狼疮性肾炎
免疫介导性肾脏病, 尿毒症
免疫介导性肾脏病, 低血压
免疫介导性肾脏病, 急性肾小管坏死
免疫介导性肾脏病, 间质性肾炎
免疫介导性肾脏病, 肺炎
免疫介导性肾脏病, 脑膜炎
免疫介导性肾脏病, 腹膜炎
免疫介导性肾脏病, 败血症
免疫介导性肾脏病, 败血症
免疫介导性肾脏病, 尿路感染
慢性肾功能衰竭,高血压
慢性肾功能衰竭, 贫血
慢性肾功能衰竭, 心力衰竭
慢性肾功能衰竭, 心包炎
慢性肾功能衰竭, 心肌病
慢性肾功能衰竭, 肾性骨病
慢性肾功能衰竭, 骨折
慢性肾功能衰竭, 痴呆
膜性肾小球肾炎,间质性肾炎
膜性肾小球肾炎, 急性肾小管坏死
膜性肾小球肾炎, 肾功能衰竭
慢性肾盂肾炎,尿路感染
慢性肾盂肾炎, 糖尿病
慢性肾盂肾炎, 尿路梗阻
慢性肾盂肾炎, 菌血症
慢性肾盂肾炎, 高血压
慢性肾盂肾炎, 肾结石
慢性肾炎,慢性肾性贫血
尿路真菌感染,膀胱炎
尿失禁,尿路感染
尿道炎,膀胱炎
尿崩症,脱水
尿道结石,尿道狭窄
钠过多,高钠血症
尿路感染,膀胱炎
膀胱炎,尿路感染
膀胱颈挛缩,肾功能不全
膀胱癌,尿潴留
溶血尿毒综合征,急性肾功能衰竭
溶血尿毒综合征, 充血性心力衰竭
溶血尿毒综合征, 肺水肿
溶血尿毒综合征, 高血压脑病
溶血尿毒综合征, 高钾血症
溶血尿毒综合征, 代谢性酸中毒
溶血尿毒综合征, 慢性肾功能不全
溶血尿毒综合征, 智力低下
溶血尿毒综合征, 癫痫
肾前性肾功能衰竭,溶血性贫血
肾结核对侧肾积水,膀胱结核
肾及输尿管重复畸形,肾结石
神经源性膀胱,尿路感染
神经源性膀胱, 膀胱输尿管反流
神经源性膀胱, 肾盂肾炎
神经源性膀胱, 肾功能衰竭
神经源性膀胱, 肾积水
输尿管损伤,肾积水
肾发育不全,输尿管异位开口
肾积水,高血压
肾硬化症,尿毒症
肾及输尿管结石,贫血
肾结核,肾积水
肾结核, 结核性膀胱自发破裂
肾病综合征,尿毒症
肾下垂,慢性肾炎
肾下垂, 肾积水
肾下垂, 肾盂肾炎
肾下垂, 肾结石
肾下垂, 慢性阑尾炎
肾下垂, 幽门梗阻
肾血管性高血压,心力衰竭
双侧先天性肾上腺皮质增生,隐睾
肾上腺皮质功能减退症,尿崩症
水过多,脑疝
烧伤后急性肾功能衰竭,酸中毒
烧伤后急性肾功能衰竭, 低钠血症
肾脏损伤,失血性休克
肾动脉粥样栓塞,胃肠道伴癌综合征
肾囊肿,高血压
肾细胞癌,淀粉样变性
肾细胞癌, 肾病综合征
肾细胞癌, 性欲减退
肾细胞癌, 闭经
肾细胞癌, 高钙血症
肾盂肾炎,休克
肾小管性酸中毒,血尿
肾动脉闭塞,间质性肾炎
蹄铁形肾,肾积水
特异性肾实质疾病,尿路梗阻
糖尿病肾病,肾病综合征
微小病变性肾病,局灶性肾小球硬化症
血尿,肾肿瘤
小儿原发性肾病综合征,脑水肿
小儿尿感,肾周脓肿
小儿慢性肾功能衰竭,肾性骨病
小儿急性肾功能衰竭,肺水肿
小儿急性肾功能衰竭, 脑水肿
小儿急性肾功能衰竭, 高钾血症
小儿急性肾功能衰竭, 低钠血症
小儿急性肾功能衰竭, 充血性心力衰竭
小儿肾小管性酸中毒,肾绞痛
婴幼儿阴道炎,腹泻
阴茎纤维性海绵体炎,性功能障碍
遗尿症,抑郁症
原发性小血管炎性肾损害,腹痛
原发性小血管炎性肾损害, 咯血
原发性小血管炎性肾损害, 鼻窦炎
原发性小血管炎性肾损害, 结膜炎
原发性小血管炎性肾损害, 虹膜睫状体炎
原发性小血管炎性肾损害, 脉络膜炎
原发性IgA肾病,水肿
隐匿性肾小球肾炎,高血压
中毒性肾病,急性肾功能衰竭
癌性神经肌病,瘫痪
阿尔茨海默病,偏执狂
安眠药中毒,嗜睡症
阿片中毒,休克
臂丛神经痛,颈椎病
Creutzfeldt-Jakob病,昏迷
痴呆综合征,败血症
纯植物神经功能衰竭,重症肌无力
丛集性头痛,焦虑症
多发性硬化,尿路感染
动眼、滑车及外展神经疾病,瘫痪
多发性神经炎,瘫痪
多发性末梢神经炎,腹泻
短暂性脑缺血发作,高血压
大便失禁,蛲虫性阴道炎
儿童学习能力障碍,恐惧症
儿童口吃,遗尿
耳源性脑脓肿,脑膜炎
风湿性舞蹈病,红斑
腓总神经损害,瘫痪
吩噻嗪类抗精神病药物中毒,低血压
膈肌麻痹,肺癌
格林－巴利综合征,抑郁症
肝豆状核变性,吞咽困难
肝豆状核变性, 尿路感染
肝豆状核变性, 褥疮
肝豆状核变性, 骨折
肝豆状核变性, 门静脉高压
肝豆状核变性, 上消化道出血
肝豆状核变性, 肝性脑病
肝豆状核变性, 肝肾综合征
肝豆状核变性, 癫痫
海绵窦血栓,视神经萎缩
昏迷,呼吸道感染
昏厥,意识障碍
颈椎病,植物神经功能紊乱
僵人综合征,抑郁症
急性脊髓炎,褥疮
脊髓压迫症,褥疮
延髓进行性麻痹,肺炎
结节性硬化病,肾肿瘤
脊髓亚急性联合变性,瘫痪
脊髓血管病,截瘫
紧张性头痛,失眠
脊神经根炎,性功能障碍
酒精中毒,昏迷
急性中毒性脑炎,精神障碍
老年痴呆,骨折
雷诺综合征,失眠
老年眩晕,脑栓塞
淋巴细胞脉络丛脑膜炎,流产
末梢神经炎,瘫痪
慢性进行性舞蹈病,进行性脂肪营养不良
慢性进行性舞蹈病, 进行性肌营养不良症
慢性进行性舞蹈病, 耳聋
慢性进行性舞蹈病, 遗传性痉挛性截瘫
慢性进行性舞蹈病, 纤维瘤病
麻痹性臂丛神经炎,瘫痪
麻痹性臂丛神经炎, 躯体感觉障碍
麻痹性臂丛神经炎, 肩关节周围炎
麻痹性臂丛神经炎, 肩关节不稳定
面神经炎,面肌抽搐
脑出血,高血压
脑血栓,偏瘫
脑肺吸虫病,脓肿
脑动脉硬化症,糖尿病和高血压
脑脓肿,脑室炎
脑脓肿, 脑膜炎
脑脓肿, 肺炎
脑脓肿, 化脓性关节炎
脑脓肿, 败血症
脑脓肿, 弥漫性血管内凝血
脑脓肿, 症状性癫痫综合征
脑脓肿, 脑积水
脑梗塞,脑梗死
脑性瘫痪综合征,癫痫
脑性瘫痪综合征, 小儿言语和语言障碍
脑性瘫痪综合征, 儿童学习能力障碍
脑性瘫痪综合征, 意识障碍
脑性瘫痪综合征, 智能障碍
皮肌炎,间质性肺炎
偏头痛,恶心和呕吐
偏头痛, 头痛
偏头痛, 眩晕
偏头痛, 共济失调
偏头痛, 耳鸣
偏头痛, 意识障碍
偏头痛, 心律失常
帕金森病,睡眠障碍
氰化物中毒,头痛
全植物神经功能不全,周围神经病损
前庭神经炎,迷路炎
桡神经麻痹,躯体感觉障碍
上矢状窦血栓性静脉炎,骨髓炎
上矢状窦血栓性静脉炎, 帽状腱膜下脓肿
上矢状窦血栓性静脉炎, 硬脑膜外脓肿
上矢状窦血栓性静脉炎, 水肿
上矢状窦血栓性静脉炎, 脑脓肿
三环类抗忧郁药中毒,心律失常
肾上腺素中毒,头痛
士的宁中毒,手足发绀症
神经系统的放射性损伤,脑膜瘤
手足徐动症,智力低下
视神经炎,视神经萎缩
视神经萎缩,视网膜脱离
神经症,月经不调
Shy-Drager综合征,共济失调
头-面血管瘤综合征,青光眼
头-面血管瘤综合征, 视神经萎缩
头-面血管瘤综合征, 隐睾
头-面血管瘤综合征, 脊柱裂
头-面血管瘤综合征, 脊髓空洞症
头-面血管瘤综合征, 癫痫
舌咽神经痛,三叉神经痛
视束病变,血管瘤
神经鞘瘤,脑脊液漏
神经鞘瘤, 面神经损伤
神经鞘瘤, 胶质细胞瘤
神经鞘瘤, 共济失调
神经衰弱,头痛
神经梅毒,脑萎
糖尿病性神经病,痴呆
头痛,意识障碍
羰基镍中毒,失眠
位置性眩晕,恶心和呕吐
小儿结核性脑膜炎,癫痫
溴氯菊酯中毒,消化道溃疡
小舞蹈病,精神障碍
新生儿惊厥,新生儿窒息
小儿脑瘫,癫痫
运动神经元疾病,肌萎缩侧索硬化症
意识障碍,昏迷
有机磷农药中毒,昏迷
晕厥,心律失常
咽肌麻痹,舌咽神经损伤
遗传性共济失调,呼吸道感染
运动神经元病,肌萎缩侧索硬化症
晕动病,电解质紊乱
咽部神经鞘膜瘤,消化道出血
压迫性视神经病变,视神经萎缩
正中神经损伤,关节扭伤
躁狂症,精神病
中枢神经兴奋药中毒,呼吸衰竭
镇静、安定、催眠药中毒,尿毒症
直立性低血压,尿失禁
植物神经功能紊乱,浅表性胃炎
周期性麻痹,吞咽困难
重症肌无力危象,腹胀
重症肌无力,重症肌无力危象
蛛网膜炎,脑积水
周期性瘫痪,吞咽困难
周围神经病损,先天性膀胱颈挛缩
ADH分泌过多综合征,昏迷
闭经,卵巢早衰
垂体瘤,脑脊液漏
成人全垂体功能减退,阳痿
垂体危象与垂体卒中,腹泻
垂体前叶机能减退症,低血糖
垂体性矮小病,腹泻
单纯性甲状腺肿,地方性甲状腺肿
多囊卵巢综合征,乳腺癌
单纯性肥胖,糖尿病
多腺体缺陷综合征,腹泻
多发性内分泌肿瘤综合征Ⅰ型,腹泻
低血糖症,脑水肿
代谢性碱中毒,呼吸性碱中毒
代谢性酸中毒,高钾血症
儿童睡眠障碍,儿童焦虑症
肥胖症,多囊卵巢综合征
高渗性非酮症性糖尿病昏迷,肾功能衰竭
高血脂,脂肪肝
骨质疏松,骨折
Graves病,甲亢
黄瘤,白血病
呼吸性碱中毒,急性呼吸窘迫综合征
呼吸性酸中毒,代谢性酸中毒
呼吸性酸中毒, 败血症
呼吸性酸中毒, 代谢性碱中毒
呼吸性酸中毒, 高钾血症
甲状腺功能减退,骨质增生
甲状腺功能正常的甲状腺肿大,甲状腺血管瘤
静止性淋巴细胞性甲状腺炎,甲状腺功能减退
甲状腺腺瘤,上腔静脉综合征
甲状腺舌管囊肿与瘘,舌甲状腺
继发性肾上腺功能不足,昏迷
急性颌下腺炎,扁桃体结石
急性乳腺炎,脓肿
急性淋巴结炎,脓肿
假性甲状旁腺功能减退症,贫血
假性甲状旁腺功能减退症, 甲状腺功能减退
假性甲状旁腺功能减退症, 肾上腺皮质功能减退症
假性甲状旁腺功能减退症, 糖尿病
假性甲状旁腺功能减退症, 癫痫
继发性甲状旁腺功能亢进症,骨折
脚气病,抽搐与惊厥
巨人症及肢端肥大症,肾上腺皮质功能减退症
基底细胞腺瘤,角膜溃疡
颈部淋巴结结核,结核性肠系膜淋巴结炎
颈部淋巴结结核, 肺结核
颈部淋巴结结核, 小儿急性血行播散型肺结核
库欣综合征,肾结石
库欣综合征, 高血压
库欣综合征, 脑动脉硬化症
库欣综合征, 多囊卵巢综合征
克兰费尔特综合征,不孕不育
慢性淋巴细胞性甲状腺炎,干燥综合征
慢性淋巴细胞性甲状腺炎, 类风湿关节炎
慢性淋巴细胞性甲状腺炎, 贫血
慢性淋巴细胞性甲状腺炎, 系统性红斑狼疮
慢性淋巴细胞性甲状腺炎, 肝炎
慢性淋巴细胞性甲状腺炎, 水肿
泌乳素瘤,高泌乳素血症
慢性淋巴结炎,蜂窝织炎
男性乳房肥大症,高血脂
男性生殖腺机能减退症,男性不育症
粘多糖沉积病,动脉硬化
男子乳房发育症,乳腺增生
内分泌性眼球突出,暴露性角膜炎
皮脂腺痣,基底细胞癌
气管支气管异物,肺气肿
雀斑,皮肤病
乳腺增生,乳腺肿瘤
乳腺癌,感染性休克
乳溢,腹痛
乳头状囊腺癌,面瘫
肾上腺危象,休克
舌扁平苔藓,舌下间隙感染
松果体瘤,尿崩症
嗜铬细胞瘤,高血压脑病
糖尿病乳酸性酸中毒,糖尿病酮症酸中毒
糖尿病乳酸性酸中毒, 非酮症高血糖-高渗性昏迷
糖尿病乳酸性酸中毒, 糖尿病性神经病
糖尿病乳酸性酸中毒, 糖尿病性肾病
糖尿病乳酸性酸中毒, 糖尿病性视网膜病变
糖尿病酮症酸中毒,脑水肿
糖尿病酮症酸中毒, 低血糖
糖尿病酮症酸中毒, 成人呼吸窘迫综合征
糖尿病酮症酸中毒, 肺水肿
糖尿病酮症酸中毒, 心律失常
糖尿病酮症酸中毒, 心肌梗死
糖尿病酮症酸中毒, 休克
糖尿病酮症酸中毒, 猝死
糖尿病酮症酸中毒, 脑血栓
糖尿病酮症酸中毒, 肺栓塞
糖尿病酮症酸中毒, 急性肾功能衰竭
糖尿病酮症酸中毒, 败血症
糖尿病酮症酸中毒, 弥漫性血管内凝血
糖尿病酮症酸中毒, 乳酸性酸中毒
糖尿病酮症酸中毒, 急性胰腺炎
糖尿病酮症酸中毒, 急性胃扩张
糖尿病足,糖尿病坏疽
维生素C缺乏病,肺炎
维生素D中毒症,维生素D中毒
维生素E缺乏病,动脉粥样硬化
维生素E缺乏病, 贫血
维生素E缺乏病, 白内障
维生素E缺乏病, 近视
维生素E缺乏病, 弱智
维生素E缺乏病, 新生儿水肿
维生素E缺乏病, 新生儿硬肿症
维生素E缺乏病, 颅内出血
外科皮脂腺囊肿,腺癌
外科淋巴管瘤,败血症
新生儿低血糖症与高血糖症,智力低下
涎瘘,化脓性腮腺炎
胸腺瘤,肾病综合征
血卟啉病,红斑
涎腺病毒病,黄疸
涎石病,胆道结石
下丘脑疾病,闭经
性变态,人格障碍
性变态, 反社会人格障碍(病态人格)
腺样体肥大,营养不良
涎腺囊肿,涎腺囊肿
腺泡细胞癌,淋巴瘤
腺样囊性癌,面瘫
腺淋巴瘤,细菌感染
涎腺混合瘤,涎瘘
亚急性甲状腺炎,水肿
原发性醛固酮增多症,脑出血
c胰岛功能性β细胞瘤,腹痛
胰岛素瘤,昏迷
原发性甲状旁腺功能亢进症,高钙血症
无标题文档,
溢乳闭经综合征,肢端肥大症
白细胞减少症和粒细胞缺乏症,败血症
白血病,败血症
白血病性咽峡炎,溃疡病出血
出血性疾病,休克
单纯红细胞再障性贫血,眩晕
低钙血症和低镁血症,高镁血症
地中海贫血,脾功能亢进
多发性骨髓瘤,意识障碍
恶性组织细胞病,消化道出血
恶性淋巴瘤,腹痛
复合型酸碱失衡,高钾血症
骨髓痨性贫血,软骨发育不全
