disease_name,cure_method,cure_department,cure_probability
腹膜后淋巴结炎,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",65%
腹膜后腔液体渗病,"['药物治疗', '康复治疗']","['内科', '消化内科']",60%
腹膜后疝,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",80%
腹膜间皮瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",60%
腹腔动脉压迫综合征,['手术治疗'],"['外科', '普外科']",60%
腹型癫痫综合征,['支持治疗'],"['内科', '神经内科']",40%
腹型偏头痛综合征,"['药物治疗', '中医治疗']","['内科', '神经内科']",70%
腹主动脉血栓形成综合征,['手术治疗，介入治疗，药物治疗'],"['外科', '普外科']",47%
腹卒中综合征,"['手术治疗', '药物治疗', '支持治疗']","['外科', '普外科']",75%
Felty综合征,"['药物治疗', '支持性治疗', '一般治疗']","['内科', '风湿免疫科']",65%
腹痛,"['药物治疗', '康复治疗']","['内科', '消化内科']",95%
腹膜炎,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '消化内科']",60-80%
腹泻,"['病因治疗', '对症治疗']","['内科', '消化内科']",98%
反流性食管炎,['手术治疗'],"['内科', '消化内科']",90%
沙门氏菌属食物中毒,"['药物治疗', '对症治疗', '支持性治疗']",['急诊科'],99%能够治愈
放射性肠炎,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",70%
福尔马林中毒,"['药物治疗', '支持性治疗']",['急诊科'],一般正规三甲医院治愈率为60%
发芽马铃薯中毒,"['药物治疗', '对症治疗', '支持性治疗']",['急诊科'],80-90%
副溶血性弧菌食物中毒,"['药物治疗', '支持性治疗']",['急诊科'],85%
非寄生虫性肝囊肿,"['药物治疗', '手术治疗', '康复治疗']",['肝病'],85%
非酒精性脂肪性肝病,['药物治疗'],"['内科', '消化内科']",60%
非霍乱弧菌感染,"['抗菌素治疗，对症治疗', '支持性治疗']","['内科', '消化内科']",90%
肛门闭锁,"['支持性治疗', '手术治疗', '康复治疗功能性治疗']","['外科', '肛肠科']",60%
高锰酸钾中毒,"['药物治疗', '支持性治疗']",['急诊科'],89%治愈
肝-甲状腺综合征,"['药物治疗', '支持性治疗']",['肝病'],70%
肝纤维化,"['药物治疗', '支持性治疗']",['肝病'],70%
肝肺综合症,"['药物治疗', '支持性治疗']","['内科', '消化内科']",65%
Gardner综合征,"['药物治疗', '康复治疗']","['内科', '消化内科']",70%
功能性呕吐,"['药物治疗', '支持性治疗']","['内科', '消化内科']",80%
肝性脊髓病,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '神经内科']",经过手术治疗后，一般95%可以治愈
肝炎双重感染,['对症治疗，抗病毒治疗'],"['内科', '消化内科']",慢性丙肝80%
肝炎后综合征,['对症治疗，心理治疗'],['肝病'],90%
膈膨出和麻痹,"['手术治疗', '支持性治疗']","['外科', '普外科']",50%
肝性脑病,"['药物治疗', '康复治疗']","['内科', '神经内科']",70%
肝硬化,"['药物治疗', '手术治疗', '支持性治疗']",['肝病'],为不可逆性病变，肝移植可治愈
肝脓肿,"['药物治疗', '手术治疗', '支持性治疗']",['肝病'],90%
功能性消化不良,"['药物治疗', '支持性治疗']","['内科', '消化内科']",79%
钩虫病,"['药物治疗', '支持性治疗']",['传染科'],85%
肝腺瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",60%
肝外胆管损伤,"['药物治疗', '手术治疗', '介入治疗', '支持性治疗']","['外科', '肝胆外科']",68%
肝损伤,"['药物治疗', '支持性治疗']",['肝病'],50%
肝囊肿,"['药物治疗', '康复治疗']",['肝病'],80%
肝包虫囊肿,"['药物治疗', '康复治疗']",['肝病'],75%
膈下脓肿,"['药物治疗', '支持性治疗']","['内科', '消化内科']",80%
肝血管瘤,"['药物治疗', '支持性治疗']","['外科', '肝胆外科']",90%
钩虫性十二指肠炎综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",60%
膈先天性缺损,['手术治疗'],"['外科', '心胸外科']",外科手术治愈率约为65%-75%
膈疝,"['药物治疗', '支持性治疗']","['外科', '心胸外科']",60%
肛管、直肠、结肠狭窄,"['手术治疗', '支持性治疗', '康复治疗生物反馈治疗扩肛治疗']","['外科', '肛肠科']",80%
膈扑动,"['中医治疗', '支持性治疗']","['外科', '心胸外科']",65%
含亚硝酸盐类植物性食物中毒,"['药物治疗', '支持性治疗']",['急诊科'],50%
化脓性汗腺炎,"['药物治疗', '手术治疗', '支持性治疗']","['皮肤性病科', '皮肤科']",60%
回盲瓣综合征,"['药物治疗', '手术治疗', '康复治疗']","['外科', '普外科']",60%
活动盲肠综合征,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",70%
横膈下结肠嵌入综合征,"['药物治疗', '支持治疗']","['内科', '消化内科']",75%
黄疸,"['药物治疗', '支持性治疗']","['内科', '消化内科']",95%
黑色素斑-胃肠多发性息肉综合征,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",85%
蛔虫病,"['药物治疗', '支持性治疗']","['内科', '消化内科']",80-90%
霍乱样综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",10%
结、直肠黑变病,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '肛肠科']",60-70%
结肠粪性穿孔,"['手术治疗', '支持性治疗']","['外科', '肛肠科']",45-65%(外科手术治疗)
结肠憩室病,"['手术治疗', '支持性治疗']","['外科', '普外科']",70%
甲醇中毒,"['乙醇的抗毒治疗，药物治疗', '支持性治疗']",['急诊科'],80%
局部麻醉药中毒,"['药物治疗', '支持性治疗']",['急诊科'],85%
结核性腹膜炎,"['药物治疗', '康复治疗']","['内科', '消化内科']",70-80%
急性胃扩张,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '消化内科']",99%
急性化脓性胆管炎,"['手术治疗', '药物治疗', '支持治疗']","['外科', '肝胆外科']",80%
急性出血性坏死性肠炎,"['药物治疗', '手术治疗', '康复治疗']","['外科', '普外科']",70%
结肠闭锁,"['手术治疗', '支持治疗康复治疗']","['外科', '普外科']",60%
结肠直肠损伤,"['手术治疗', '药物治疗', '康复治疗']","['外科', '肛肠科']",80%
结核性肠系膜淋巴结炎,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",80%
结肠扭转,"['药物治疗', '手术治疗', '康复治疗']","['外科', '普外科']",70%
结肠瘘,"['药物保守治疗', '手术治疗']","['外科', '肛肠科']",40%-60%
结肠癌,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",30-50%
急性胃粘膜病变,['药物治疗'],"['内科', '消化内科']",97%
急性腐蚀性胃炎,"['药物治疗', '对症治疗', '内镜下治疗', '手术治疗']","['内科', '消化内科']",79%
急性单纯性胃炎,"['去除病因', '对症治疗']","['内科', '消化内科']",98%
假膜性肠炎,['及早停用相关抗生素、抗生素治疗、粪便菌群移植治疗、手术治疗'],"['外科', '普外科']",70%，轻症病例停用抗生素后可自愈
家族性结肠息肉,"['药物治疗', '康复治疗', '手术治疗']","['内科', '消化内科']",10%
急性腹膜炎,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",80%
酒精性肝病,"['戒酒治疗，药物治疗，', '支持性治疗']",['肝病'],40-50%
甲型肝炎,"['药物治疗', '支持性治疗']",['肝病'],99.99%
急性胃肠炎,['药物治疗如保护胃肠黏膜、抑酸剂、抗生素、补液等'],"['内科', '消化内科']",9%
结肠息肉,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",80%
急性胃炎,['药物治疗如抑酸剂、黏膜保护剂，对症治疗'],"['内科', '消化内科']",95%
急性阑尾炎,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",90%
巨膀胱-小结肠-肠蠕动不良综合征,"['药物治疗', '康复治疗', '对症治疗']","['内科', '消化内科']",80%
结缔组织性肠炎,"['药物治疗', '康复治疗', '对症治疗']","['内科', '消化内科']",70%
急性腹型-高脂血症综合征,"['药物治疗', '低脂饮食']","['内科', '消化内科']",是不能治愈的疾病
Turcot综合征,"['药物治疗', '康复治疗']","['内科', '消化内科']",40%
急性结肠假性梗阻综合征,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",60-70%
急性胆囊炎,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '消化内科']",90%
吉尔伯特综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",85%
结石性胆囊炎,"['药物治疗', '手术治疗', '对症治疗']","['内科', '消化内科']",90%
急性胰腺炎,['药物综合治疗如补液、抑酶、抑酸、抗感染、营养支持等，发生严重并发症需手术治疗'],"['内科', '消化内科']",80%
结肠损伤,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",80%
可拉明中毒,"['药物治疗', '支持性治疗']",['急诊科'],80%
奎宁中毒,"['药物治疗', '支持性治疗']",['急诊科'],60%
克罗恩病,"['药物治疗', '粪菌移植疗法', '粒细胞吸附疗法', '外科手术', '中医治疗']","['内科', '消化内科']",2%
α1-抗胰蛋白酶缺乏症,"['药物治疗', '支持性治疗']","['内科', '消化内科']",该疾病为常染色体共显性遗传病，无法治愈
溃疡性结肠炎,"['药物治疗', '康复治疗', '对症治疗', '手术治疗']","['内科', '消化内科']",57%
磷中毒,"['药物治疗', '支持性治疗']",['急诊科'],60%-95%
轮状病毒所致胃肠炎,"['药物治疗', '支持性治疗', '对症治疗']","['内科', '消化内科']",84%
类癌,"['药物治疗', '手术治疗', '康复治疗', '营养支持治疗']","['内科', '消化内科']",70%
氯丙嗪类中毒,"['药物治疗', '支持性治疗', '对症治疗']",['急诊科'],90%
氯喹中毒,"['药物治疗', '支持性治疗']",['急诊科'],75%
淋菌性肛门直肠炎,"['药物治疗', '康复治疗', '对症治疗']","['内科', '消化内科']",85%
阑尾寄生虫病,"['药物治疗', '支持性治疗', '对症治疗']","['内科', '消化内科']",99%
轮状病毒性肠炎,"['药物治疗', '支持性治疗', '对症治疗', '小儿推拿治疗']","['内科', '消化内科']",80%
良性阵发性腹膜炎综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",75%
痢疾后综合症,"['药物治疗', '支持性治疗']","['内科', '消化内科']",70-80%
蓝色橡皮泡痣综合症,"['手术治疗', '物理治疗']","['内科', '消化内科']",78%
老年急性阑尾炎,"['手术治疗', '药物治疗', '支持性治疗']","['外科', '普外科']",98%
淋巴结-胆道综合征,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",外科手术治愈率约60-70%
郎-奥韦综合征,['大多患者无特殊治疗方法，主要为对症疗法'],"['内科', '消化内科']",50-70%
旅游者腹泻,['药物治疗'],"['内科', '消化内科']",60%
慢性胰腺炎,"['药物治疗', '手术治疗', '支持性治疗']","['内科', '消化内科']",75%
Milk-Alkali综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",75%
麦胶性肠病,"['药物治疗', '对症治疗']","['内科', '消化内科']",80%
慢性溃疡性结肠炎,"['药物治疗', '粪菌移植疗法', '粒细胞吸附疗法', '中药治疗', '手术治疗', '康复治疗', '支持性治疗']","['内科', '消化内科']",2%
弥漫性食管痉挛,"['支持性治疗', '药物治疗']","['内科', '消化内科']",90%
慢性胃炎,['药物治疗如黏膜保护剂、抑酸剂、胃肠动力药、中医治疗，幽门螺杆菌阳性者行根除治疗'],"['内科', '消化内科']",85%
毛石肠梗阻综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",80%
盲袢综合征,"['药物治疗', '支持性治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",40%
尼曼－匹克氏病,"['药物治疗', '康复治疗']","['儿科', '小儿内科']",无特效治疗方法
农药中毒,"['药物治疗', '对症支持性治疗', '血液透析等']",['急诊科'],一般为85%，但要具体情况根据中毒的轻重以及急救的时间来定。百草枯无法治愈，死亡率几乎100%
脑肝肾综合征,['一般采用支持疗法'],"['内科', '消化内科']",患者多在出生后3～6个月内死亡
浓缩胆汁综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",65-70%
诺沃克类病毒胃肠炎,"['药物治疗', '康复治疗']","['内科', '消化内科']",70%
粘连性肠梗阻,"['手术治疗', '药物治疗', '康复治疗']","['外科', '普外科']",85%，手术治疗为主
囊性纤维化,['多学科联合治疗'],"['内科', '消化内科']",属于遗传性疾病，目前还无法治愈
脾破裂,"['手术治疗', '药物治疗', '康复治疗']","['外科', '普外科']",50%
葡萄球菌食物中毒,"['药物治疗', '支持性治疗']",['急诊科'],80%
硼酸中毒,"['药物治疗', '支持性治疗']",['急诊科'],95%
脾功能亢进,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",70%
脾-肝综合征,"['药物治疗', '支持性治疗']","['外科', '普外科']",50%
Plummer-Vinson综合征,"['药物治疗', '支持性治疗']","['内科', '消化内科']",60%
贲门癌,"['手术治疗', '药物治疗', '支持性治疗', '康复治疗']","['肿瘤科', '肿瘤内科']",1.3%
盆底痉挛综合症,"['药物治疗', '康复治疗生物反馈治疗', '中医中药手术治疗']","['外科', '普外科']",60%
强酸、强碱中毒,"['药物治疗', '支持性治疗', '对症治疗']",['急诊科'],68%
汽油、煤油中毒,"['药物治疗', '支持性治疗']",['急诊科'],90%
汽油中毒,"['药物治疗', '支持性治疗', '对症治疗']",['急诊科'],97%
强碱类中毒,"['药物治疗', '支持性治疗', '对症治疗']",['急诊科'],根据情况一般70%
驱蛔灵中毒,"['药物治疗', '对症治疗', '支持性治疗']",['急诊科'],80-90%
缺血性结肠炎,"['药物治疗', '手术治疗', '康复治疗']","['内科', '消化内科']",60%
缺血性肝炎,"['药物治疗', '支持性治疗']",['肝病'],60%
倾倒综合征,"['手术治疗', '药物治疗', '支持性治疗']","['内科', '消化内科']",85%
脐膨出-巨舌-巨大躯体综合征,"['药物治疗', '手术治疗', '康复治疗']","['儿科', '小儿外科']",0.1%
铅中毒,"['支持性治疗', '康复治疗']",['急诊科'],97%
乳头状腺瘤,"['手术治疗', '药物治疗', '支持性治疗']","['肿瘤科', '肿瘤内科']",40%
