disease_name,nutrition_do_eat,nutrition_not_eat,nutrition_recommend_eat
单心室,"['鹿肉', '鸭肝', '南瓜子仁', '栗子（熟）']","['甜杏仁', '白扁豆', '鲮鱼罐头', '猪油（板油）']","['冬菇鱼肉羹', '培根白菜粥', '白菜肉末粥', '开水白菜']"
单心房,"['鹿肉', '鸭肝', '南瓜子仁', '栗子（熟）']","['啤酒', '白酒', '白扁豆', '鲮鱼罐头']","['冬菇鱼肉羹', '鱼肉酿冬菇']"
单纯性下肢静脉曲张,"['鹿肉', '鸭肝', '南瓜子仁', '栗子（熟）']","['白扁豆', '鲮鱼罐头', '猪油（板油）', '猪小排（猪肋排）']","['乌龟肉煲猪肚', '红烧猪大肠', '升麻芝麻炖猪大肠', '参芪粥', '五丝白菜卷', '白菜烧虾段', '香菇扒小白菜', '淡菜板豆腐白菜汤']"
动脉硬化,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡蛋', '鸡肉']","['苹果粥', '五果冰糖羹', '三鲜酿豆腐', '荠菜肉丝豆腐羹', '紫菜汤', '五谷糙米粥', '油菜粥', '三鲜青豆汤']"
动脉导管未闭,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '腐竹', '白扁豆']","['香菇白菜羹', '鲜香白菜羹', '鲜蘑豆腐汤', '丝瓜豆腐瘦肉汤', '菜花肉饼', '清炒木耳菜', '清润白菜鱼片汤']"
窦性心动过速,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['黄芪羊肉汤', '三七洋参炖鸡肉', '清炖枸杞牛鞭汤', '山药枸杞粥', '栗子猪肉汤', '五丝白菜卷', '玉竹白菜', '拌肚丝白菜']"
动脉瘤,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['鲜蘑菇豆腐汤', '蘑菇冬瓜汤', '蘑菇瘦肉汤', '胡萝卜咸粥', '青红萝卜猪脚蚝豉汤', '五丝白菜卷', '板栗烧白菜', '白菜姜葱汤']"
二尖瓣关闭不全,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鹌鹑蛋', '鸡肝', '杏仁']","['红枣炖兔肉', '煎茄子', '三鲜茄子', '凉拌茄子', '清蒸茄子', '菠菜粥', '鲜菠菜水', '菠菜汤']"
二尖瓣狭窄,"['鸡蛋', '松子（炒）', '南瓜子仁', '莲子']","['咸鸭蛋', '鸡蛋黄', '鸡腿', '鸡肝']","['红枣炖兔肉', '苦瓜粥', '三鲜苦瓜汤', '干炒苦瓜', '素炒菠菜', '菠菜粥', '鲜菠菜水', '香菇素包']"
二尖瓣脱垂综合征,,,
二尖瓣环钙化,,,
肺性脑病,"['鸡蛋', '鸡蛋', '松子（炒）', '南瓜子仁']","['咸鸭蛋', '鸡腿', '鸡肝', '杏仁']","['冬笋香菇烧白菜', '白菜炒干丝', '素炒小白菜', '油漆白菜', '虾子烧白菜头', '芝麻拌白菜丁', '土豆丝拌白菜', '炝圆白菜']"
风湿性二尖瓣狭窄,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡腿', '鸡肝', '杏仁']","['五丝白菜卷', '小白菜馅包子', '白菜包子', '香菇扒小白菜', '淡菜板豆腐白菜汤', '白菜小米卷', '香菇白菜羹', '清汤白菜卷']"
风湿性二尖瓣关闭不全,"['杏仁', '松子（炒）', '南瓜子仁', '莲子']","['咸鸭蛋', '鸡腿', '鸡肝', '杏仁']","['鲜菊白菜豆腐汤', '珊瑚白菜墩', '芥末拌白菜', '椒盐白菜', '虾子烧白菜头', '锅塌肉末白菜', '芝麻拌白菜丁', '土豆丝拌白菜']"
肥厚型梗阻性心肌病,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '鸡腿']","['小麦粥', '杂粮粥', '蔬菜杂烩粥', '豆薯小米粥', '花生杏仁粥', '红烧黄豆排骨', '润燥红萝卜黄豆羹', '黄豆烧胡萝卜']"
房室管畸形,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '鸡腿']",['酸枣仁粥']
法洛四联症,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['香蕉卷', '夹沙香蕉', '香蕉粥', '菠菜粥', '鲜菠菜水', '菠菜汤', '小麦粥', '赤小豆粥']"
风湿热,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['葡萄沙拉', '葡萄干粥', '四鲜烤麸', '五香烤麸', '清甜莲子', '薏米莲子粥', '水晶莲子', '干贝粥']"
肺动脉口狭窄,,,
肥厚型心肌病,"['鸡蛋', '松子（炒）', '南瓜子仁', '莲子']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['番茄芦笋紫菜汤', '凉拌番茄', '番茄芹菜汁', '番茄马铃薯椰菜排骨汤', '番茄洋葱芹菜汁', '番茄炒牛肉', '番茄柠檬汁', '番茄西柚汁']"
房室传导阻滞,"['杏仁', '松子（炒）', '南瓜子仁', '莲子']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['冬笋香菇烧白菜', '白菜炒干丝', '素炒小白菜', '油漆白菜', '虾子烧白菜头', '锅塌肉末白菜', '芝麻拌白菜丁', '土豆丝拌白菜']"
肺动静脉瘘,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['番茄羊排粥', '番茄鸡蛋煎饼', '虾仁番茄饺', '炸番茄蛋饺', '番茄黄瓜汁', '番茄菠萝汁', '番茄西米粥', '番茄西瓜汁']"
高血压危象,"['松子（炒）', '南瓜子仁', '莲子', '栗子（熟）']","['赤砂糖', '白砂糖', '啤酒', '白酒']","['芹菜粥', '菊花粥', '绿豆海带粥', '杂粮粥', '蔬菜杂烩粥', '荞麦粥', '小麦粥', '豆薯小米粥']"
高血压,"['鸡肉', '芝麻', '松子仁', '南瓜子仁']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['芹菜粥', '胡萝卜粥', '葛根粉粥', '灵芝羹', '香脆芹菜叶', '芹菜粥', '清盐菜花', '素熘菜花']"
冠状动脉终止异常,,,
冠状动脉异位起源,,,
感染性心内膜炎,"['鸡肉', '芝麻', '松子仁', '南瓜子仁']","['咸鸭蛋', '鸡肝', '杏仁', '腐竹']","['芹菜黄瓜素肉汤', '水萝卜拌黄瓜', '黄瓜炒蛋奶', '黄瓜炒子虾', '黄瓜卷', '酱甜黄瓜', '泡黄瓜', '酱黄瓜']"
冠心病,"['鸡蛋清', '南瓜子仁', '莲子', '栗子（鲜）']","['白酒', '杏仁', '腐竹', '白扁豆']","['天麻甲鱼汤', '桂圆粥', '桂圆莲子羹', '清炒绿豆芽', '醋拌绿豆芽', '荞麦面条', '荞麦粥', '芸豆粥']"
后天性三尖瓣关闭不全,"['南瓜子仁', '莲子', '栗子（鲜）', '栗子（熟）']","['干腌菜', '啤酒', '白酒', '咸鸭蛋']","['小麦粥', '荞麦粥', '杂粮粥', '蔬菜杂烩粥', '花生杏仁粥', '豆薯小米粥', '瓜粒杂锦汤', '绿豆南瓜汤']"
后天性动静脉瘘,"['南瓜子仁', '莲子', '栗子（鲜）', '栗子（熟）']","['咸鸭蛋', '腐竹', '白扁豆', '咸鱼']","['天门冬猪皮羹', '猪皮红枣羹', '乌贼骨炖猪皮', '猪皮豆腐炖鲤鱼', '木耳猪皮汤', '鲤鱼阿胶粥', '阿胶麦冬粥', '桂圆阿胶红枣粥']"
间歇性眼球突出症,"['南瓜子仁', '莲子', '栗子（鲜）', '栗子（熟）']","['啤酒', '白酒', '油皮', '油豆腐']","['小麦粥', '虾皮香芹燕麦粥', '杂粮粥', '蔬菜杂烩粥', '花生杏仁粥', '豆薯小米粥', '绿豆南瓜汤', '瓜粒杂锦汤']"
急性心肌梗死,"['南瓜子仁', '莲子', '栗子（鲜）', '栗子（熟）']","['干腌菜', '白砂糖', '白酒', '鸭肉']","['素炒菠菜', '菠菜汤', '菠菜粥', '凉拌芦笋', '芦笋汁', '芦笋粥', '银耳羹', '银耳绿豆粥']"
酒精性心肌病,"['南瓜子仁', '莲子', '栗子（鲜）', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '腐竹']","['黑白木耳炖猪心', '猪心当归汤', '百合芝麻猪心汤', '猪心粥', '薏米豆腐羹', '菠菜豆腐汤', '海带炖豆腐', '红白豆腐羹']"
急性心功能不全,"['鸡蛋', '鸭肉', '鸡肉', '南瓜子仁']","['腐竹', '白扁豆', '淡菜(鲜)', '猪油（板油）']","['小米素羹', '小米粉粥', '玉米粉粥', '松子玉米', '豆浆粥', '鸡肉蒸饺', '鸡肉饭', '酿豆腐']"
急性感染性心内膜炎,"['鸭肉', '南瓜子仁', '栗子（鲜）', '栗子（熟）']","['腐竹', '白扁豆', '淡菜(鲜)', '猪油（板油）']","['五香鸭肉', '芝麻鸭肉', '白萝卜浓汤', '白萝卜粥', '素烧白萝卜', '菊花卷', '炒菊花菜', '菊花粥']"
急性心包炎,"['鸭肉', '南瓜子仁', '莲子', '栗子（鲜）']","['腐竹', '白扁豆', '淡菜(鲜)', '猪油（板油）']","['豆浆粥', '酿豆腐', '时蔬小豆腐', '丝瓜汤', '炒丝瓜', '拌丝瓜', '苦瓜粥', '三鲜苦瓜汤']"
急性心力衰竭,"['鸭肉', '南瓜子仁', '莲子', '栗子（鲜）']","['啤酒', '腐竹', '白扁豆', '淡菜(鲜)']","['黄瓜拌白肉', '黄瓜拌皮丝', '黄瓜拌兔丝', '黄瓜拌虾片', '黄瓜拌豆腐丝', '黄瓜拌香菜', '黄瓜拌鱿鱼', '醋溜黄瓜']"
甲亢,"['芝麻', '腰果', '南瓜子仁', '栗子（熟）']","['杏仁', '松子仁', '核桃', '白扁豆']","['什锦豆腐', '炒素鸡丝', '核桃芝麻百合粥', '拌蒲公英', '白果芥蓝', '腰果西兰花', '香椿芽粥', '拌荠菜']"
扩张型心肌病,"['鸡蛋', '芝麻', '腰果', '南瓜子仁']","['干腌菜', '杏仁', '松子仁', '核桃']","['松散蜂窝鸡蛋', '鸡蛋炒面', '番茄鸡蛋煎饼', '冰花鸡蛋球', '什锦鸡蛋面', '法式鲜蘑鸡蛋饼', '益母当归煲鸡蛋', '百合鸡蛋黄汤']"
克山病,,,
雷诺病,,,
慢性肺源性心脏病,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['杏仁', '松子仁', '核桃', '腐竹']","['冬笋香菇烧白菜', '白菜炒干丝', '素炒小白菜', '油漆白菜', '虾子烧白菜头', '锅塌肉末白菜', '芝麻拌白菜丁', '土豆丝拌白菜']"
缺血性心肌病,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['杏仁', '松子仁', '核桃', '腐竹']","['香菇扒小白菜', '淡菜板豆腐白菜汤', '香菇白菜羹', '清汤白菜卷', '白菜香菇素翅汤', '鲜陈白菜汤', '酸甜白菜', '鸡火白菜汤']"
四肢血栓性浅静脉炎,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '杏仁']","['小米羊肉粥', '山药羊肉粥', '木瓜羊肉汤', '羊肉黑豆炖当归', '羊肉菠菜汤', '凉拌紫苏叶', '紫苏粥', '紫苏麻仁粥']"
三尖瓣下移畸形,,,
三尖瓣狭窄,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '杏仁']","['玉竹白菜', '白菜烧虾段', '香菇扒小白菜', '淡菜板豆腐白菜汤', '白菜小米卷', '香菇白菜羹', '清汤白菜卷', '白菜香菇素翅汤']"
三尖瓣关闭不全,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '杏仁']","['开洋大白菜', '水萝卜丝拌白菜', '板栗烧白菜', '白菜姜葱汤', '白菜烧海参', '白菜红枣牛腩汤', '麻酱白菜心', '圆肉腐竹红枣白菜汤']"
三尖瓣闭锁,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '杏仁']","['冬笋香菇烧白菜', '白菜炒干丝', '素炒小白菜', '油漆白菜', '虾子烧白菜头', '锅塌肉末白菜', '芝麻拌白菜丁', '炝圆白菜']"
三房心,,,
颈动脉体瘤,,,
完全性肺静脉异位回流,"['鸡蛋', '杏仁', '南瓜子仁', '莲子']","['啤酒', '杏仁', '松子仁', '核桃']","['杂粮粥', '荞麦粥']"
完全性大动脉错位,,,
休克,"['鸡蛋', '杏仁', '南瓜子仁', '莲子']","['啤酒', '白酒', '杏仁', '松子仁']","['黄瓜粳米粥', '燕麦粳米粥', '萝卜粳米粥']"
新生儿缺氧缺血性脑病,,,
新生儿硬肿症,,,
血管瘤,"['鸡蛋', '银鱼', '墨鱼', '草鱼']","['白酒', '杏仁', '松子仁', '核桃']","['拌胡萝卜丝', '空心菜粥', '番茄西柚汁', '番茄草菇', '番茄煮牛肉', '番茄猪肝瘦肉汤', '虫草烩番茄', '拔丝番茄']"
先天性风疹,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '杏仁', '松子仁']","['银鱼芥菜', '玉竹白菜', '白菜烧虾段', '香菇扒小白菜', '淡菜板豆腐白菜汤', '白菜小米卷', '香菇白菜羹', '拌肚丝白菜']"
血栓闭塞性脉管炎,"['赤砂糖', '赤砂糖', '杏仁', '桃仁']","['杏仁', '松子仁', '核桃', '虾皮']","['山药素汤', '全烩玉米', '香浓玉米汤', '开洋大白菜', '水萝卜丝拌白菜', '板栗烧白菜', '白菜姜葱汤', '白菜烧海参']"
胸降主动脉动脉瘤,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '杏仁', '松子仁']","['黄豆芽蘑菇汤', '黄豆芽豆泡汤', '干煸芦笋', '番茄鱼糊', '西芹洋葱黄豆番茄汤', '番茄蕨菜绣球', '锅塌番茄', '番茄泥公鸡']"
胸主动脉夹层动脉瘤,"['鸡蛋', '杏仁', '南瓜子仁', '莲子']","['啤酒', '杏仁', '松子仁', '核桃']","['拌肚丝白菜', '水萝卜丝拌白菜', '板栗烧白菜', '白菜姜葱汤', '芥末拌白菜', '椒盐白菜', '鸡冠白菜', '珊瑚白菜']"
心脏神经官能症,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '杏仁', '松子仁']","['煎猪腰子串', '清蒸山药段', '山药粥', '三米红枣桂圆粥', '桂圆粥', '桂圆黑豆粥', '桂圆牛肉汤', '核桃鸡肉粥']"
心内膜弹性纤维增生症,"['鸡蛋清', '鸡肉', '鸡肉', '杏仁']","['杏仁', '松子仁', '核桃', '虾皮']","['鸡肉白薯粥', '西红柿鸡肉汤', '核桃鸡肉粥', '鸡肉炖苁蓉', '鸡肉饭', '花生豆奶', '牛奶花椰菜泥', '山药奶肉羹']"
心绞痛,"['鸡蛋', '南瓜子仁', '莲子', '栗子（熟）']","['核桃', '蟹黄', '虾皮', '螃蟹']","['山楂糕', '山楂包', '山楂茶', '凉拌木耳菜', '清炒木耳菜', '鲤鱼粥', '鲤鱼汤', '醋熘鲤鱼']"
心肌梗塞并发心室间隔穿破,"['鸡蛋清', '鸡蛋黄', '杏仁', '南瓜子仁']","['啤酒', '白酒', '杏仁', '松子仁']","['清蒸荷叶鱼', '皮蛋瘦肉粥', '白菜蛋花粥', '牛奶蛋花粥', '紫菜鸡蛋莲草汤', '鸽蛋菜心粥', '冬瓜白饭鱼瘦肉蚝豉汤', '大枣瘦肉汤']"
心肌梗塞并发二尖瓣关闭不全,"['杏仁', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '杏仁', '松子仁']","['荷叶粉蒸牛肉', '猪肝白菜汤', '鲜菊白菜豆腐汤', '珊瑚白菜墩', '椒盐白菜', '鸡冠白菜', '珊瑚白菜', '炸肉馅白菜盒']"
心肌梗死,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['白砂糖', '白酒', '鸡肝', '白扁豆']","['焖大虾', '草鱼豆腐', '鲫鱼莲子汤', '素炒菠菜', '芸豆拌芹菜叶', '干煸芦笋', '番茄苹果汁', '翡翠春笋']"
心功能障碍,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸭肉', '鸡腿', '鸡肝', '杏仁']","['五丝白菜卷', '小白菜馅包子', '白菜包子', '大白菜饺', '白菜小米卷', '淡菜板豆腐白菜汤', '清润白菜鱼片汤', '白菜粥']"
心包囊肿,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸭肉', '鸡腿', '鸡肝', '杏仁']","['冬笋香菇烧白菜', '白菜炒干丝', '素炒小白菜', '油漆白菜', '虾子烧白菜头', '锅塌肉末白菜', '芝麻拌白菜丁', '土豆丝拌白菜']"
小儿高血压,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '咸鸭蛋', '鸡蛋黄']","['白果奶羹', '白果炒牛肉', '白果蒸鸡蛋', '白果麦片粥', '白果粥', '芹菜金菇竹笋汤', '炒芹菜', '芹菜粥']"
小儿充血性心力衰竭,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['淡菜粥', '白菜小米卷', '香菇白菜羹', '清汤白菜卷', '白菜香菇素翅汤', '烟肉白菜粥', '白菜肉末粥', '小白菜拌海苔']"
心肌梗塞并发左心室室壁瘤,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['荷叶米粉鸡', '荷叶豆腐', '五丝白菜卷', '玉竹白菜', '冬菇烧白菜', '白菜仔滚鱼片汤', '海米白菜汤', '清润白菜鱼片汤']"
先天性主动脉缩窄,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['白酒', '咸鸭蛋', '鸡蛋黄', '鸡肝']","['白菜卷', '白菜清汤', '小白菜馅包子', '白菜包子', '香菇扒小白菜', '白菜仔滚鱼片汤', '白菜姜葱汤', '芥末拌白菜']"
先天性主动脉弓畸形,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['五丝白菜卷', '小白菜馅包子', '冬菇烧白菜', '白菜仔滚鱼片汤', '海米白菜汤', '清润白菜鱼片汤', '白菜粥', '冬菇排骨白菜墨鱼干汤']"
先天性主动脉瓣下狭窄,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['黄瓜猪肉水饺', '黄瓜三丝汤', '黄瓜拌绿豆芽', '干豆腐拌黄瓜', '烧黄瓜', '黄瓜鸡片汤', '拌西红柿黄瓜', '薏米扁豆老黄瓜汤']"
先天性主动脉瓣上狭窄,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['白菜蛋花粥', '甜菜叶粥', '冬菇烧白菜', '白菜仔滚鱼片汤', '海米白菜汤', '清润白菜鱼片汤', '冬菇排骨白菜墨鱼干汤', '鲜陈白菜汤']"
先天性动脉导管未闭,"['鹿肉', '鸡蛋', '南瓜子仁', '莲子']","['咸鸭蛋', '鸡蛋黄', '鸡肝', '杏仁']","['番茄芦笋紫菜汤', '凉拌番茄', '番茄芹菜汁', '番茄马铃薯椰菜排骨汤', '番茄洋葱芹菜汁', '番茄柠檬汁', '番茄西柚汁', '洋葱虾米豆腐番茄汤']"
先天性动静脉瘘,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['冰糖', '啤酒', '白酒', '鸡肝']","['苦瓜豆腐汤', '苦瓜排骨汤', '三鲜苦瓜汤', '胡萝卜苦瓜汁', '苹果胡萝卜泥', '萝卜丝饼', '萝卜豆腐汤', '萝卜生菜汤']"
先天性二尖瓣畸形,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['白菜粥', '椒盐白菜', '鸡冠白菜', '珊瑚白菜', '炸肉馅白菜盒', '桔汁白菜', '玻璃白菜汤', '三丝白菜卷']"
心包积液,"['鹿肉', '蜂蜜', '南瓜子仁', '莲子']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['香菇扒小白菜', '青萝卜汤', '芝麻蜂蜜粥', '大白菜饺', '炖大白菜', '糖醋青萝卜', '香菇素包', '拌炒香菇']"
心肌病,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鹌鹑蛋', '鸡肝', '杏仁', '白扁豆']","['香菇扒白菜', '空心菜粥', '烫空心菜', '香菇油菜面筋粥', '白菜粥', '开水白菜', '芝麻油菜', '油菜粥']"
心律失常,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['萝卜粳米粥', '荷叶粳米粥', '莲子茶', '荷叶包', '荷叶粥', '莲子粥', '水晶莲子', '薏米汤']"
限制型心肌病,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['绿豆百合粥', '山药葡萄粥', '山药汤', '粉蒸白菜', '鸭架栗子白菜汤', '蛋饺白菜']"
心房扑动与心房颤动,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['人参香菇大补鸡', '人参粳米粥', '蒸肝鸡蛋羹', '士常山鸡蛋饼', '清明菜炒鸡蛋', '茶鸡蛋']"
心室内传导阻滞,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['鸡肝', '杏仁', '白扁豆', '银鱼']","['香菇扒小白菜', '鱼香油菜心', '白菜姜葱汤', '白菜烧海参', '白菜红枣牛腩汤', '圆肉腐竹红枣白菜汤', '鲜香白菜羹', '白菜干猪肉煲排骨汤']"
先天性主动脉瓣窦动脉瘤破裂,"['鹿肉', '鸡蛋', '南瓜子仁', '莲子']","['啤酒', '白酒', '鸡肝', '杏仁']","['清炒竹笋', '清炒绿菜花', '清炒嫩黄瓜', '清炒蘑菇', '拔丝苹果', '杏仁苹果豆腐羹', '西米苹果粥', '浇汁苹果豆腐']"
心包肿瘤,"['鹿肉', '南瓜子仁', '莲子', '栗子（熟）']","['啤酒', '白酒', '鸡肝', '杏仁']","['五丝白菜卷', '香菇扒小白菜', '淡菜板豆腐白菜汤', '白菜小米卷', '清汤白菜卷', '白菜香菇素翅汤', '烟肉白菜粥', '白菜肉末粥']"
